AF18DIS.JPG,3
036_f1.jpg,2
AF15HAS.JPG,1
Rafd090_28_Caucasian_male_fearful_frontal.jpg,2
Rafd090_11_Kid_female_neutral_frontal.jpg,4
AM31DIS.JPG,3
31M_HA_O.jpg,1
Rafd090_28_Caucasian_male_neutral_frontal.jpg,4
AF32HAS.JPG,1
AM23DIS.JPG,3
31M_NE_O.jpg,4
31M_DI_O.jpg,3
AM23NES.JPG,4
Rafd090_49_Caucasian_male_disgusted_frontal.jpg,3
Rafd090_12_Caucasian_female_fearful_frontal.jpg,2
Rafd090_22_Caucasian_female_happy_frontal.jpg,1
31M_FE_O.jpg,2
Rafd090_58_Caucasian_female_disgusted_frontal.jpg,3
Rafd090_58_Caucasian_female_neutral_frontal.jpg,4
Rafd090_11_Kid_female_fearful_frontal.jpg,2
Rafd090_33_Caucasian_male_neutral_frontal.jpg,4
AM23HAS.JPG,1
Rafd090_22_Caucasian_female_disgusted_frontal.jpg,3
Rafd090_55_Moroccan_male_fearful_frontal.jpg,2
Rafd090_33_Caucasian_male_happy_frontal.jpg,1
Rafd090_22_Caucasian_female_fearful_frontal.jpg,2
Rafd090_51_Moroccan_male_fearful_frontal.jpg,2
Rafd090_33_Caucasian_male_fearful_frontal.jpg,2
036_d1.jpg,3
Rafd090_22_Caucasian_female_neutral_frontal.jpg,4
022_n5.jpg,4
022_d1.jpg,3
Rafd090_11_Kid_female_happy_frontal.jpg,1
AM29DIS.JPG,3
Rafd090_15_Caucasian_male_disgusted_frontal.jpg,3
AF18HAS.JPG,1
Rafd090_55_Moroccan_male_neutral_frontal.jpg,4
AM29HAS.JPG,1
Rafd090_15_Caucasian_male_fearful_frontal.jpg,2
022_f1.jpg,2
AM31NES.JPG,4
AF18AFS.JPG,2
Rafd090_51_Moroccan_male_neutral_frontal.jpg,4
AF19AFS.JPG,2
022_ht1.jpg,1
Rafd090_49_Caucasian_male_fearful_frontal.jpg,2
Rafd090_49_Caucasian_male_happy_frontal.jpg,1
AF15AFS.JPG,2
AF32DIS.JPG,3
Rafd090_55_Moroccan_male_disgusted_frontal.jpg,3
Rafd090_33_Caucasian_male_disgusted_frontal.jpg,3
AF18NES.JPG,4
AF19DIS.JPG,3
Rafd090_49_Caucasian_male_neutral_frontal.jpg,4
AF19NES.JPG,4
AM31HAS.JPG,1
Rafd090_15_Caucasian_male_happy_frontal.jpg,1
Rafd090_51_Moroccan_male_disgusted_frontal.jpg,3
Rafd090_28_Caucasian_male_happy_frontal.jpg,1
Rafd090_11_Kid_female_disgusted_frontal.jpg,3
AF15NES.JPG,4
AM23AFS.JPG,2
Rafd090_12_Caucasian_female_disgusted_frontal.jpg,3
Rafd090_55_Moroccan_male_happy_frontal.jpg,1
AF32NES.JPG,4
Rafd090_12_Caucasian_female_happy_frontal.jpg,1
Rafd090_15_Caucasian_male_neutral_frontal.jpg,4
Rafd090_28_Caucasian_male_disgusted_frontal.jpg,3
AF19HAS.JPG,1
AM29NES.JPG,4
AM29AFS.JPG,2
036_ht1.jpg,1
Rafd090_58_Caucasian_female_happy_frontal.jpg,1
AM31AFS.JPG,2
036_n2.jpg,4
AF15DIS.JPG,3
Rafd090_51_Moroccan_male_happy_frontal.jpg,1
AF32AFS.JPG,2
Rafd090_12_Caucasian_female_neutral_frontal.jpg,4
Rafd090_58_Caucasian_female_fearful_frontal.jpg,2
